구분1,Device Name,Base Array,Wafer Name,PKG type,Body Size,FAB,DR,담당자,대리점,고객,지역,25Y 9월,25Y 10월,25Y 11월,25Y 12월,26Y 1월,26Y 2월,26Y 3월,26Y 4월,26Y 5월,26Y 6월,26Y 7월,26Y 8월,26Y 9월,26Y 10월,26Y 11월,26Y 12월,27Y 1월,27Y 2월,27Y 3월,27Y 4월,27Y 5월,27Y 6월,Netdie
26년3월16일 변경,A31C122FRN,A31C122,A31C122,20_TSSOP,173mil,FAB-6,0.07,이재은,Direct,KDC/ONE,해외,,,,,,,,,,,,,,,,,,,,,,,"12,348"
26년3월16일 변경,A31C122KYN,A31C122,A31C122,32_QFN,5x5x0.75T-0.5,FAB-6,0.07,이재은,Philips,Philips,해외,,,,,,,,,,,,,,,,,,,,,,,"12,348"
26년3월16일 변경,A31C144CLN,A31C144,A31C144,48_LQFP,7x7-0.5,FAB-6,0.07,이금란,CCD,YIMI,법인,,,,,,,,,,,,,,,,,,,,,,,"9,280"
26년3월16일 변경,A31C144RN2N,A31C144,A31C144-105,64_LQFP,14x14-0.8,FAB-6,0.07,이금란,FST,MIDEA MWO,법인,,,,,,,,,,,,,10,10,10,10,,,,,,,"9,280"
26년3월16일 변경,A31C144RN2N,A31C144,A31C144-105,64_LQFP,14x14-0.8,FAB-6,0.07,이금란,GRANDFE,MIDEA MWO,법인,,,,,,,,,,,,,,,,,,,,,,,"9,280"
26년3월16일 변경,A31C144SN2N,A31C144C,A31C144C-105,44_LQFP,10x10-0.8,FAB-6,0.07,이금란,THK,Deye,법인,,,,,,,,1,,5,10,10,10,10,20,20,,,,,,,"9,280"
26년3월16일 변경,A31C156SNN,(비어 있음),#N/A,#N/A,#N/A,(비어 있음),(비어 있음),이금란,THK,Deye,법인,,,,,,,,,,,,,5,5,5,5,,,,,,,#N/A
26년3월16일 변경,A31E012KNN,A31G112G,A31G112G-85,32_LQFP_C/M,7x7-0.8,F-4,0.13,이금란,MISSION,CLICK,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,루나엔텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,언일전자,영업3팀,,,,,,,,,,,10,10,10,10,10,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,삼원하이텍,영업3팀,,,,,,,5,,10,10,5,5,5,5,5,5,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,하나콘트롤,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,스카이랩스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,이랜텍,영업3팀,,,,,,,,,10,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,코텍세미컴,영업3팀,,,,,,,10,,,,,5,5,,5,5,,,,,,,"7,632"
26년3월16일 변경,A31G111LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,양초영,Sanshin,Alinco,일본,,,,,,,,,,,,,5,,10,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,비스토스,영업3팀,,,,,,,,,,,,,,,5,5,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,올찬테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,커넥스투,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,K-MOTOR,영업3팀,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,금호전기,영업3팀,,,,,,,,10,10,10,10,10,10,10,10,10,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,더존엔지니어링,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,소리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,지트론,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,금상테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,두코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,리큅,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,맥원,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,원봉,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이티씨,영업3팀,,,,,,,10,,,,8,,8,,8,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,허니아이티,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 에스제이솔루션,비엔테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Nexty,Bluesun Power,해외,,,,,,,,,,,3,3,3,3,3,3,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Nexty,GEIE SOLAR,해외,,,,,,,,,,,,,10,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Nexty,Ledision Global LLP,해외,,,,,,,3,3,,3,3,3,3,3,3,3,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Nexty,Nuled Electronics,해외,,,,,,,,,,,3,3,3,3,3,3,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Semiconic,Halonix,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,박용순,Semiconic,HALONIX INDIA PVT LTD,해외,,,,,,,15,8,8,8,8,8,8,8,8,8,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,CCD,HET,법인,,,,,,,5,,5,,5,,5,5,,5,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,GREATAR,GRP,법인,,,,,,,,,8,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,HUAKE,ofuxi,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,MISSION,BWEC,법인,,,,,,,,,,,5,,,5,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,MISSION,Flossom,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,MISSION,HMJD,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,POLAR,RIHUIDA,법인,,,,,,,,10,10,10,10,20,20,20,20,20,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,POLAR,xinyang,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,RMW,HARBOUR,법인,,,,,,,,,,5,10,,,10,10,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,SECAIR,SECAIR,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,SOLIDEVER,hefeiyinghzhili,법인,,,,,,,,,,,,,5,,,5,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,휴먼디지엠,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,제노스전자(주),신성델타테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112CLN,A31G112G,A31G112G-85,48_LQFP,7x7-0.5,F-4,0.13,최헌제,EMPA,OKIDA,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,디지탈컴,영업3팀,,,,,,,3,10,15,15,10,10,10,10,10,10,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,삼원하이텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,주식회사 캔,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,남궁윤,주식회사 세일테크놀러지,티앤씨퍼스트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,박용순,Semiconic,Halonix,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,박용순,Semiconic,SGS,해외,,,,,,,30,50,60,60,30,40,40,40,40,40,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,양초영,Sankin,Zojirusi,일본,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,양초영,Sanshin,FineMost,일본,,,,,,,,,,,3,3,3,3,3,3,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,CCD,KANUOSIN,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,MISSION,BWEC,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,MISSION,HMJD,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,MISSION,M-Qing,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KNN,A31G112G,A31G112G-85,32_LQFP,7x7-0.8,F-4,0.13,최헌제,EMPA,ISIPARK,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,NIDS,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,동광앤비화성,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,코코아이엔티,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,o2solution,지트론,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,GPSKIN,영업3팀,,,,,,,,,5,5,5,5,10,20,20,20,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,진소프트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,허니아이티,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,NIDS,영업3팀,,,,,,,35,35,15,10,20,30,,30,20,30,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)실리콘기어,모바일어플라이언스(주),영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,이금란,CCD,BALDR,법인,,,,,,,,,,30,,20,25,20,20,30,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,이재은,Direct,Philips,해외,,,,,,,,5,5,5,20,5,5,5,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,최헌제,Direct,NEW CUSTOMER,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,최헌제,EMPA,Vestel,해외,,,,,,,5,5,5,,10,,,5,,5,,,,,,,"7,632"
26년3월16일 변경,A31G112KUN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,최헌제,Lakecrest Pty Ltd,Holman,해외,,,,,,,62,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KY2N,A31G112G,A31G112G-105,32_QFN,5x5x0.85T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KY2N(T),A31G112G,A31G112G-105,32_QFN(T),5x5x0.85T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,30,10,5,18,20,20,20,20,20,20,,,,,,,"7,632"
26년3월16일 변경,A31G112KYN,A31G112G,A31G112G-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,이재은,Direct,Philips,해외,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112KYN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,이재은,Philips,Philips,해외,,,,,,,550,550,650,650,550,400,400,400,400,400,,,,,,,"7,632"
26년3월16일 변경,A31G112KYN(T),A31G112G,A31G112G-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,최헌제,EMPA,Provar,해외,,,,,,,5,,,5,,,5,,,5,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,오성전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,와트로직,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,양초영,Sanshin,Fujitsu General,일본,,,,,,,,,,,,,,40,40,40,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,이금란,POLAR,RIHUIDA,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN,A31G112G,A31G112G-85,24_QFN,4x4x0.75T-0.5,F-4,0.13,이영도,(주)지에스트레이딩,성우전자,영업3팀,,,,,,,15,,,,45,50,50,50,50,50,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,삼진,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,오성전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,이랜텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,펨토셀,영업3팀,,,,,,,,5,5,5,5,5,5,5,5,10,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"7,632"
26년3월16일 변경,A31G112LUN(T),A31G112G,A31G112G-85,24_QFN(T),4x4x0.75T-0.5,F-4,0.13,이금란,POLAR,RIHUIDA,법인,,,,,,,,,5,,,5,,5,5,,,,,,,,"7,632"
26년3월16일 변경,A31G112SNN,A31G112G,A31G112G-85,44_LQFP,10x10-0.8,F-4,0.13,양초영,Sanshin,Sharp,일본,,,,,,,,12,10,10,,10,10,10,10,10,,,,,,,"7,632"
26년3월16일 변경,A31G123CL2N,A31G123D,A31G123D-105,48_LQFP,7x7-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,10,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,(주)그린칩스,와트로직,영업3팀,,,,,,,,,,,3,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,o2solution,K-MOTOR,영업3팀,,,,,,,,,,,5,5,5,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이티씨,영업3팀,,,,,,,,8,8,8,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,CCD,HET,법인,,,,,,,,,5,8,,10,10,10,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,KXD,ZHILIANHUI,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,MISSION,BWEC,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,MISSION,HEIMAN,법인,,,,,,,100,60,60,50,60,80,100,70,80,80,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,POLAR,RIHUIDA,법인,,,,,,,18,20,20,20,20,30,20,30,20,30,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,RMW,E-DIGI,법인,,,,,,,13,,,15,15,20,10,10,10,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이금란,(비어 있음),(비어 있음),법인,,,,,,,50,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,단디,영업3팀,,,,,,,,,3,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,성우전자,영업3팀,,,,,,,5,,,5,8,5,8,5,8,5,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,(주)지에스트레이딩,윤하테크,영업3팀,,,,,,,3,,,3,,5,,3,3,3,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,이영도,제노스전자(주),다산지앤지,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123CLN,A31G123D,A31G123D-85,48_LQFP,7x7-0.5,F-4,0.13,최헌제,EMPA,Vestel,해외,,,,,,,3,,5,5,,5,,5,,5,,,,,,,"6,444"
26년3월16일 변경,A31G123KUN,A31G123D,A31G123D-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,(주)그린칩스,투에스텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123KUN,A31G123D,A31G123D-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,이데아아이앤씨주식회사,ADMD,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123KUN,A31G123D,A31G123D-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,남궁윤,주식회사 세일테크놀러지,이티씨,영업3팀,,,,,,,10,10,10,10,5,5,5,5,5,,,,,,,,"6,444"
26년3월16일 변경,A31G123KUN(T),A31G123D,A31G123D-85,32_QFN(T),5x5x0.75T-0.5,F-4,0.13,최헌제,EMPA,Vestel,해외,,,,,,,,40,,10,,,10,,,10,,,,,,,"6,444"
26년3월16일 변경,A31G123KY2N(T),A31G123D,A31G123D-105,32_QFN(T),5x5x0.85T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,25,,,,,,,"6,444"
26년3월16일 변경,A31G123KYN,A31G123D,A31G123D-85,32_QFN,5x5x0.75T-0.5,F-4,0.13,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)그린칩스,대영전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)그린칩스,세현테크놀러지,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
26년3월16일 변경,A31G123MLN,A31G123D,A31G123D-85,80_LQFP,12x12-0.5,F-4,0.13,남궁윤,(주)실리콘기어,SLT,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,444"
