구분1,Device Name,Base Array,Wafer Name,PKG type,Body Size,FAB,DR,담당자,대리점,고객,지역,25Y 9월,25Y 10월,25Y 11월,25Y 12월,26Y 1월,26Y 2월,26Y 3월,26Y 4월,26Y 5월,26Y 6월,26Y 7월,26Y 8월,26Y 9월,26Y 10월,26Y 11월,26Y 12월,27Y 1월,27Y 2월,27Y 3월,27Y 4월,27Y 5월,27Y 6월,Netdie
26년3월23일 변경,MC93CV402D(T),MC93CV402C,MC93CV402C,20_SOP(T),300mil,F-4,0.35,이영도,제노스전자(주),지니스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,500"
26년3월23일 변경,MC93CV402U,MC93CV402C,MC93CV402C,28_QFN,5x5x0.75T-0.5,F-4,0.35,남궁윤,(주)그린칩스,쿠쿠전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,500"
26년3월23일 변경,MC93CV402UN,MC93CV402C,MC93CV402C,28_QFN,5x5x0.75T-0.5,F-4,0.35,남궁윤,(주)그린칩스,아이레보,영업3팀,,,,,,,,25,25,25,25,25,25,25,25,25,,,,,,,"3,500"
26년3월23일 변경,MC93CV402UN,MC93CV402C,MC93CV402C,28_QFN,5x5x0.75T-0.5,F-4,0.35,남궁윤,주식회사 세일테크놀러지,샤인컴,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"3,500"
26년3월23일 변경,MC93F5516UB(T),MC93F5516D,MC93F5516D,24_QFN(T),4x4x0.75T-0.5,F-4,0.18,나경문,(주)그린칩스,TYMK,영업2팀,,,,,,,,,80,,,,,80,,,,,,,,,"10,096"
26년3월23일 변경,MC93F5516UB(T),MC93F5516D,MC93F5516D,24_QFN(T),4x4x0.75T-0.5,F-4,0.18,남궁윤,(주)그린칩스,코텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"10,096"
26년3월23일 변경,MC93F5516UB(T),MC93F5516D,MC93F5516D,24_QFN(T),4x4x0.75T-0.5,F-4,0.18,남궁윤,주식회사 세일테크놀러지,가온파워텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"10,096"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,o2solution,리페어코리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,이데아아이앤씨주식회사,깜냥,영업3팀,,,,,,,,,,,25,25,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,이데아아이앤씨주식회사,준써키트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,주식회사 세일테크놀러지,레이트론,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,주식회사 세일테크놀러지,샤인컴,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,주식회사 세일테크놀러지,세양테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,남궁윤,주식회사 세일테크놀러지,케이에스로직,영업3팀,,,,,,,70,90,90,90,40,50,50,50,50,50,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,ALTAS,CORETECH,법인,,,,,,,20,,,10,,10,10,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,CCD,CCD-RD,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,CCD,GALANZ,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,CCD,HET,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,5,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,GREATAR,KLY,법인,,,,,,,,10,,10,20,,,,20,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,GREATAR,QiCo,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,MISSION,CLICK,법인,,,,,,,20,20,20,20,20,20,20,20,20,20,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,MISSION,HMJD,법인,,,,,,,20,50,100,100,100,150,150,150,150,150,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,MISSION,JINJUNYE,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,MISSION,Macro,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,POLAR,Baicheng,법인,,,,,,,10,,,,,,10,,,5,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,POLAR,JINDU,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,RMW,LEXY,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,SEPL,Jewel,법인,,,,,,,15,5,,30,,20,,20,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,SOLIDEVER,jiudian,법인,,,,,,,,,,5,5,5,5,5,5,5,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이금란,(비어 있음),(비어 있음),법인,,,,,,,50,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이영도,제노스전자(주),코리아파워전자,영업3팀,,,,,,,,,,,,,15,15,15,15,,,,,,,"19,636"
26년3월23일 변경,MC94F1102AMBN,MC94F1202AX,MC94F1202AD,8_SOP,150mil,F-4,0.18,이영도,제노스전자(주),쿠드일렉,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,남궁윤,이데아아이앤씨주식회사,준써키트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,남궁윤,주식회사 에스제이솔루션,오토닉스,영업3팀,,,,,,,23,18,23,18,23,18,23,18,23,18,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,SI TECH,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,대윤전자,영업3팀,,,,,,,9,,,,,,9,,9,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,성우전자,영업3팀,,,,,,,,,5,5,5,5,5,5,5,5,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,아이젠,영업3팀,,,,,,,,,,5,,5,,5,,5,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,에스제이시스템,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN,MC94F1202AX,MC94F1202AD,10_SSOP,150mil,F-4,0.18,이영도,(주)지에스트레이딩,에임텍,영업3팀,,,,,,,,,5,,5,,5,,5,,,,,,,,"19,636"
26년3월23일 변경,MC94F1102ASBN-02(T),MC94F1202AX,MC94F1202AE,10_SSOP(T),150mil,F-4,0.18,이재은,Philips,Philips,해외,,,,,,,146,150,100,100,100,30,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMB2N,MC94F1202AX,MC94F1202AD-105,16_SOPN,150mil,F-4,0.18,남궁윤,이데아아이앤씨주식회사,준써키트,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMB2N,MC94F1202AX,MC94F1202AD-105,16_SOPN,150mil,F-4,0.18,박용순,Semiconic,justgrow,해외,,,,,,,55,50,50,40,20,30,30,30,30,30,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMB2N,MC94F1202AX,MC94F1202AD-105,16_SOPN,150mil,F-4,0.18,이영도,제노스전자(주),쿠드일렉,영업3팀,,,,,,,,,,,20,,,,20,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,남궁윤,(주)실리콘기어,파세코,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,남궁윤,(주)실리콘기어,현우전자,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,남궁윤,이데아아이앤씨주식회사,준써키트,영업3팀,,,,,,,,,,,,,,,3,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,남궁윤,주식회사 새미칩스,에이파워,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,박용순,Semiconic,justgrow,해외,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,CCD,ATLAN,법인,,,,,,,,3,3,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,CHIPSRAIN,HUIBI,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,GREATAR,KLY,법인,,,,,,,,,,,,10,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,MISSION,CNE,법인,,,,,,,35,15,10,15,10,10,,,10,10,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,MISSION,HETAIYUN,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,MISSION,TAIYANGXINYUAN,법인,,,,,,,40,20,20,20,20,20,20,30,20,20,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,POLAR,Shilang,법인,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,POLAR,Xintao,법인,,,,,,,,,,,,,,5,,5,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이금란,SEPL,Specialife,법인,,,,,,,30,30,30,30,50,40,40,50,40,40,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이영도,(주)지에스트레이딩,미션테크,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이영도,(주)지에스트레이딩,아너스테크,영업3팀,,,,,,,8,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이영도,(주)지에스트레이딩,엔씨엠,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이영도,(주)지에스트레이딩,윤하테크,영업3팀,,,,,,,5,3,3,3,,3,,3,,3,,,,,,,"19,636"
26년3월23일 변경,MC94F1202AMBN,MC94F1202AX,MC94F1202AD,16_SOPN,150mil,F-4,0.18,이영도,(주)지에스트레이딩,휴먼디지엠,영업3팀,,,,,,,,,3,,,,,,,,,,,,,,"19,636"
26년3월23일 변경,MC95FG208RBN,MC95FG308K,MC95FG308K,20_TSSOP,173mil,F-4,0.18,이금란,ASCHIP,Qway,법인,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG208RBN,MC95FG308K,MC95FG308K,20_TSSOP,173mil,F-4,0.18,이금란,CCD,HET,법인,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG208RBN,MC95FG308K,MC95FG308K,20_TSSOP,173mil,F-4,0.18,이금란,MISSION,JINJUNYE,법인,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG308H-001,MC95FG308K,MC95FG308K,28_TSSOP_C/M,173mil,F-4,0.18,이금란,CHIPSRAIN,HUIBI,법인,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG308H-001,MC95FG308K,MC95FG308K,28_TSSOP_C/M,173mil,F-4,0.18,이금란,MISSION,CLICK,법인,,,,,,,15,15,15,14,9,15,15,15,15,9,,,,,,,"5,918"
26년3월23일 변경,MC95FG308H-001,MC95FG308K,MC95FG308K,28_TSSOP_C/M,173mil,F-4,0.18,이금란,MISSION,DONGGUANXUZHI,법인,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG308L,MC95FG308K,MC95FG308K,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,주식회사 에스제이솔루션,오토닉스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC95FG308L,MC95FG308K,MC95FG308K,32_LQFP,7x7-0.8,F-4,0.18,양초영,Mikasa,Katolec,일본,,,,,,,,,,,,,,,,,,,,,,,"5,918"
26년3월23일 변경,MC96F1206C(C),MC96F1206X,MC96F1206J-CHIP,0_CHIP CARRIER,,F-4,0.18,이금란,POLAR,Rihuida,법인,,,,,,,472,500,500,400,400,400,400,400,400,300,,,,,,,"16,539"
26년3월23일 변경,MC96F1206RBN,MC96F1206X,MC96F1206J-85,20_TSSOP,173mil,F-4,0.18,남궁윤,(주)그린칩스,경동나비엔,영업3팀,,,,,,,34,34,17,22,17,17,17,22,22,22,,,,,,,"16,539"
26년3월23일 변경,MC96F1206RBN,MC96F1206X,MC96F1206J-85,20_TSSOP,173mil,F-4,0.18,이금란,ASCHIP,Qway,법인,,,,,,,,,,,,,,,30,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206RBN,MC96F1206X,MC96F1206J-85,20_TSSOP,173mil,F-4,0.18,이금란,CCD,CCD-RD,법인,,,,,,,,,,,,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206RBN-03(T),MC96F1206X,MC96F1206I,20_TSSOP(T),173mil,F-4,0.18,이재은,Philips,Philips,해외,,,,,,,84,40,30,20,20,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이금란,GRANDFE,TOPBAND,법인,,,,,,,,,,,,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이금란,POLAR,MingRui,법인,,,,,,,,,,,,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이금란,POLAR,XIAOMI,법인,,,,,,,50,20,15,15,,15,25,25,25,25,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이금란,RMW,KEDU,법인,,,,,,,,,,,,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이재은,Direct,Philips,해외,,,,,,,,,,,,,,,,,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USBN(T),MC96F1206X,MC96F1206J-85,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이재은,Philips,Philips,해외,,,,,,,665,800,700,700,900,700,700,650,650,650,,,,,,,"16,539"
26년3월23일 변경,MC96F1206USTBN(T),MC96F1206X,MC96F1206J-105,20_QFN(T),3x3x0.75T-0.4,F-4,0.18,이금란,POLAR,XIAOMI,법인,,,,,,,50,50,50,50,50,50,50,50,50,50,,,,,,,"16,539"
26년3월23일 변경,MC96F5216UBN-001(T),MC96F5216F,MC96F5216F,32_QFN(T),5x5x0.75T-0.5,F-4,0.18,이금란,RMW,ZIWUXIAN,법인,,,,,,,,,,,,,,,,,,,,,,,"4,532"
26년3월23일 변경,MC96F6232AUBN,MC96F6432AC,MC96F6432AC,24_QFN,4x4x0.75T-0.5,F-4,0.18,남궁윤,(주)그린칩스,이랜텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6232AUBN-001(T),MC96F6432AC,MC96F6432AC-UID,24_QFN(T),4x4x0.75T-0.5,F-4,0.18,이금란,POLAR,XIAOMI,법인,,,,,,,,,,,,,10,20,15,15,,,,,,,"10,282"
26년3월23일 변경,MC96F6232AUTBN(T),MC96F6432AC,MC96F6432AC-UID-105,24_QFN(T),4x4x0.75T-0.5,F-4,0.18,이금란,POLAR,XIAOMI,법인,,,,,,,40,50,50,50,50,50,50,50,50,50,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,CCD,boling,법인,,,,,,,,7,,,,4,,,4,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,CCD,HET,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,CCD,YOUJIA,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,CHIPSRAIN,RUIXIN,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,MISSION,HETAIYUN,법인,,,,,,,64,50,50,50,50,50,50,2,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,MISSION,MEIZHI,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,MISSION,SHUNCHENG,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,POLAR,kende,법인,,,,,,,,,,,,,,,30,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,POLAR,zuoao,법인,,,,,,,2,,2,,2,2,2,2,2,2,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,ROBBIE,guangwei,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,THK,Deye,법인,,,,,,,188,208,80,60,,60,60,60,60,60,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ADBN,MC96F6432AC,MC96F6432AC,32_SOP,300mil,F-4,0.18,이금란,(비어 있음),(비어 있음),법인,,,,,,,,50,50,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,(주)그린칩스,피엠에스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,CCD,QM,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,CCD,Rijing,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,CCD,XinHeDa,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,CHIPSRAIN,BODDEN,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,GREATAR,OUSAITE,법인,,,,,,,25,10,30,,30,,30,,30,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,MISSION,BWEC,법인,,,,,,,50,18,18,,18,18,18,20,20,20,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,MISSION,DEXIN,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,MISSION,HETAIYUN,법인,,,,,,,,5,,5,5,5,5,5,5,5,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,MISSION,HMJD,법인,,,,,,,110,120,110,110,60,60,60,60,60,60,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이금란,MISSION,ZHIDA,법인,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이영도,(주)지에스트레이딩,우진전자,영업3팀,,,,,,,3,,,,,,,3,,3,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이영도,주식회사 이앤피솔루션,바르윈,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"10,282"
26년3월23일 변경,MC96F6332ALBN,MC96F6432AC,MC96F6432AC,32_LQFP,7x7-0.8,F-4,0.18,이영도,주식회사 이앤피솔루션,휴앤텍,영업3팀,,,,,,,,,,15,15,15,10,10,10,10,,,,,,,"10,282"
26년3월23일 변경,MC96F6332L,MC96F6432I,MC96F6432I,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,(주)실리콘기어,뉴로시스,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,824"
26년3월23일 변경,MC96F6332L,MC96F6432I,MC96F6432I,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,o2solution,소리아,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,824"
26년3월23일 변경,MC96F6332L,MC96F6432I,MC96F6432I,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,이데아아이앤씨주식회사,에이에스에이텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,824"
26년3월23일 변경,MC96F6332L,MC96F6432I,MC96F6432I,32_LQFP,7x7-0.8,F-4,0.18,남궁윤,주식회사 세일테크놀러지,디에이텍,영업3팀,,,,,,,,,,,,,,,,,,,,,,,"6,824"
26년3월23일 변경,MC96F6332M,MC96F6432I,MC96F6432I,28_SOP,300mil,F-4,0.18,이금란,CCD,WEINING,법인,,,,,,,,,,,,,,,,,,,,,,,"6,824"
26년3월23일 변경,MC96F6332PDBN,MC96F6432PB,MC96F6432PB-85,32_SOP,300mil,F-4,0.13,이금란,GREATAR,Xiangtai,법인,,,,,,,,,,,,,,,,,,,,,,,"12,294"
26년3월23일 변경,MC96F6332PDBN,MC96F6432PB,MC96F6432PB-85,32_SOP,300mil,F-4,0.13,이금란,THK,Deye,법인,,,,,,,,,50,50,,,,30,30,30,,,,,,,"12,294"
26년3월23일 변경,MC96F6332PLBN,MC96F6432PB,MC96F6432PB-85,32_LQFP,7x7-0.8,F-4,0.13,이금란,MISSION,BWEC,법인,,,,,,,,11,10,10,,,,10,10,10,,,,,,,"12,294"
